Zipcode,City,State,TaxReturnsFiled,EstimatedPopulation,TotalWages,County
30326,ATLANTA,GA,2591,3443,207459968,Fulton
30327,ATLANTA,GA,16627,24665,1565488324,Fulton
30328,ATLANTA,GA,15396,25021,1011623513,Fulton
30329,ATLANTA,GA,11542,18677,448011113,DeKalb
30331,ATLANTA,GA,23657,38527,753224462,Fulton
30332,ATLANTA,GA,667,721,10063603,Fulton
30336,ATLANTA,GA,785,1245,31812487,Fulton
30337,ATLANTA,GA,4995,8133,133645877,Fulton
30338,ATLANTA,GA,15544,27642,1104748538,DeKalb
30339,ATLANTA,GA,54293,58926,660939377,Cobb
30340,ATLANTA,GA,11785,20626,362883291,DeKalb
30341,ATLANTA,GA,12964,21075,548100187,DeKalb
30342,ATLANTA,GA,13186,22085,1048001857,Fulton
30344,ATLANTA,GA,14763,23804,391536059,Fulton
30345,ATLANTA,GA,10508,17952,631546130,DeKalb
30346,ATLANTA,GA,2459,3318,143821988,DeKalb
30349,ATLANTA,GA,31987,53061,971165472,Fulton
30350,ATLANTA,GA,15905,25506,998025519,Fulton
30354,ATLANTA,GA,6542,10897,149299587,Fulton
30355,ATLANTA,GA,546,740,23840503,Fulton
30356,ATLANTA,GA,255,362,10933002,Fulton
30357,ATLANTA,GA,465,622,18333538,Fulton
30358,ATLANTA,GA,396,607,28080324,Fulton
30359,ATLANTA,GA,365,538,12869267,Fulton
30360,ATLANTA,GA,6046,10858,263685354,DeKalb
30362,ATLANTA,GA,430,645,10872928,Fulton
30363,ATLANTA,GA,1192,1505,62168103,Fulton
30364,ATLANTA,GA,479,752,12138409,Fulton
30401,SWAINSBORO,GA,5367,9903,127991469,Emanuel
30410,AILEY,GA,656,1232,18863859,Montgomery
30411,ALAMO,GA,980,1812,24386105,Wheeler
30413,BARTOW,GA,727,1344,19137594,Jefferson
30415,BROOKLET,GA,2899,5509,97149078,Bulloch
30417,CLAXTON,GA,3746,6867,102717818,Evans
30420,COBBTOWN,GA,705,1319,17334836,Tattnall
30421,COLLINS,GA,1095,2056,28360714,Tattnall
30425,GARFIELD,GA,553,1036,14708002,Emanuel
30426,GIRARD,GA,395,744,8457018,Burke
30427,GLENNVILLE,GA,4135,7747,111936916,Tattnall
30428,GLENWOOD,GA,863,1634,22452433,Wheeler
30429,HAGAN,GA,574,1048,13164402,Evans
30434,LOUISVILLE,GA,2468,4447,60368673,Jefferson
30436,LYONS,GA,4355,8258,112095015,Toombs
30439,METTER,GA,3745,7046,94804678,Candler
30441,MIDVILLE,GA,860,1585,20252179,Emanuel
30442,MILLEN,GA,2981,5512,65655057,Jenkins
30445,MOUNT VERNON,GA,1037,1883,26299516,Montgomery
30446,NEWINGTON,GA,621,1148,17067460,Screven
30450,PORTAL,GA,1124,2113,24555412,Bulloch
30452,REGISTER,GA,674,1255,18664920,Bulloch
30453,REIDSVILLE,GA,2443,4533,59828745,Tattnall
30454,ROCKLEDGE,GA,259,499,8114749,Laurens
30455,ROCKY FORD,GA,266,493,6962840,Screven
30456,SARDIS,GA,836,1552,19116581,Burke
30457,SOPERTON,GA,2186,4127,55667445,Treutlen
30458,STATESBORO,GA,11760,19569,319149426,Bulloch
30459,STATESBORO,GA,1200,2024,33938179,Bulloch
30460,STATESBORO,GA,258,282,2420108,Bulloch
30461,STATESBORO,GA,5273,9925,200226985,Bulloch
30464,STILLMORE,GA,265,470,4674731,Emanuel
30467,SYLVANIA,GA,5232,9444,137885942,Screven
30470,TARRYTOWN,GA,342,648,9596581,Montgomery
30471,TWIN CITY,GA,1663,3118,37803956,Emanuel
30473,UVALDA,GA,1095,2088,26435154,Montgomery
30474,VIDALIA,GA,5889,10938,184789784,Toombs
30475,VIDALIA,GA,1097,1980,33606386,Toombs
30477,WADLEY,GA,1560,2840,37314553,Jefferson
30501,GAINESVILLE,GA,10136,18767,294276120,Hall
30503,GAINESVILLE,GA,1073,1920,37276672,Hall
30504,GAINESVILLE,GA,9054,17167,271486984,Hall
30506,GAINESVILLE,GA,17282,32865,785653984,Hall
30507,GAINESVILLE,GA,10228,20209,309443249,Hall
30510,ALTO,GA,2512,4833,72392901,Habersham
30511,BALDWIN,GA,1567,3026,47491104,Banks
30512,BLAIRSVILLE,GA,7049,12816,158640391,Union
30513,BLUE RIDGE,GA,4412,8079,102776437,Fannin
30514,BLAIRSVILLE,GA,1539,2690,41652406,Union
30515,BUFORD,GA,565,976,19446631,Gwinnett
30516,BOWERSVILLE,GA,780,1511,20130623,Hart
30517,BRASELTON,GA,4945,9607,278637585,Jackson
30518,BUFORD,GA,17994,34516,811725891,Gwinnett
30519,BUFORD,GA,16060,31154,778821593,Gwinnett
30520,CANON,GA,1722,3251,44186055,Franklin
30521,CARNESVILLE,GA,2114,4005,56277141,Franklin
30522,CHERRY LOG,GA,500,889,12505343,Gilmer
30523,CLARKESVILLE,GA,5298,9883,162346159,Habersham
30525,CLAYTON,GA,3497,6201,92259168,Rabun
30527,CLERMONT,GA,1772,3419,65692257,Hall
30528,CLEVELAND,GA,8912,16648,256094867,White
30529,COMMERCE,GA,4606,8453,135535064,Jackson
30530,COMMERCE,GA,2351,4558,70744279,Banks
30531,CORNELIA,GA,4620,8704,133006079,Habersham
30533,DAHLONEGA,GA,9643,17520,299447365,Lumpkin
30534,DAWSONVILLE,GA,10840,20167,415063004,Dawson
30535,DEMOREST,GA,2950,5384,90861639,Habersham
30536,ELLIJAY,GA,2731,5037,80365358,Gilmer
30537,DILLARD,GA,539,955,11532754,Rabun
30538,EASTANOLLEE,GA,1361,2636,34975431,Stephens
30539,EAST ELLIJAY,GA,788,1445,16989212,Gilmer
30540,ELLIJAY,GA,6839,12728,184943908,Gilmer
30541,EPWORTH,GA,780,1465,18594008,Fannin
30542,FLOWERY BRANCH,GA,13542,25593,614664381,Hall
30543,GILLSVILLE,GA,1751,3456,54797815,Hall
30545,HELEN,GA,582,979,11793322,White
30546,HIAWASSEE,GA,3082,5420,66881414,Towns
30547,HOMER,GA,1441,2761,41056174,Banks
30548,HOSCHTON,GA,6603,13040,321298972,Jackson
30549,JEFFERSON,GA,8642,16926,353565296,Jackson
30552,LAKEMONT,GA,617,1137,14622535,Rabun
30553,LAVONIA,GA,3267,5837,80471848,Franklin
30554,LULA,GA,3136,6043,106110848,Hall
30555,MC CAYSVILLE,GA,989,1807,20558492,Fannin
30557,MARTIN,GA,2025,3777,51612749,Stephens
30558,MAYSVILLE,GA,2164,4032,65420148,Jackson
30559,MINERAL BLUFF,GA,1626,3019,37007596,Fannin
30560,MORGANTON,GA,1786,3290,39755162,Fannin
30562,MOUNTAIN CITY,GA,460,837,9387880,Rabun
30563,MOUNT AIRY,GA,2198,4196,72676015,Habersham
30564,MURRAYVILLE,GA,2039,3798,67839789,Hall
30565,NICHOLSON,GA,2034,3830,63114866,Jackson
30566,OAKWOOD,GA,3720,6624,119917038,Hall
30567,PENDERGRASS,GA,1326,2551,48713516,Jackson
30568,RABUN GAP,GA,831,1511,20563924,Rabun
30571,SAUTEE NACOOCHEE,GA,1294,2294,35532510,White
30572,SUCHES,GA,469,868,9531594,Union
30575,TALMO,GA,671,1316,21382560,Jackson
30576,TIGER,GA,1049,1911,27675542,Rabun
30577,TOCCOA,GA,9160,16693,248224619,Stephens
30582,YOUNG HARRIS,GA,1915,3420,43812371,Towns
30601,ATHENS,GA,7275,11851,155738362,Clarke
30603,ATHENS,GA,349,516,13005530,Clarke
30604,ATHENS,GA,679,1090,24324562,Clarke
30605,ATHENS,GA,13817,21744,405319339,Clarke
30606,ATHENS,GA,16374,26938,614694089,Clarke
30607,ATHENS,GA,4087,7685,133679654,Clarke
30608,ATHENS,GA,498,839,13913137,Clarke
30619,ARNOLDSVILLE,GA,664,1225,23345941,Oglethorpe
30620,BETHLEHEM,GA,4950,9675,199658257,Barrow
30621,BISHOP,GA,1815,3685,100801882,Oconee
30622,BOGART,GA,4417,8455,212169638,Oconee
30624,BOWMAN,GA,1167,2157,28248741,Elbert
30625,BUCKHEAD,GA,1000,1840,32517139,Morgan
30627,CARLTON,GA,915,1684,23219293,Oglethorpe
30628,COLBERT,GA,2678,5099,92261157,Madison
30629,COMER,GA,1868,3496,53687370,Madison
30630,CRAWFORD,GA,1019,1875,27323156,Oglethorpe
30631,CRAWFORDVILLE,GA,685,1233,14820635,Taliaferro
30633,DANIELSVILLE,GA,3351,6332,99581843,Madison
30634,DEWY ROSE,GA,1016,1904,25586062,Elbert
30635,ELBERTON,GA,6970,12755,173775628,Elbert
30641,GOOD HOPE,GA,697,1310,27211571,Walton
30642,GREENSBORO,GA,4872,8748,194319248,Greene
30643,HARTWELL,GA,7013,12472,168751684,Hart
30646,HULL,GA,2932,5443,88148426,Madison
30647,ILA,GA,272,498,8140291,Madison
30648,LEXINGTON,GA,1243,2295,34491413,Oglethorpe
30650,MADISON,GA,5390,10026,179453803,Morgan
30655,MONROE,GA,9674,18109,329109912,Walton
30656,MONROE,GA,6288,12039,247525304,Walton
30660,RAYLE,GA,444,815,9812147,Wilkes
30662,ROYSTON,GA,3381,6217,84220858,Franklin
30663,RUTLEDGE,GA,1266,2372,39897948,Morgan
30666,STATHAM,GA,3424,6422,128762663,Barrow
30667,STEPHENS,GA,323,589,8235443,Oglethorpe
30668,TIGNALL,GA,753,1368,16709773,Wilkes
30669,UNION POINT,GA,1381,2476,31454720,Greene
30673,WASHINGTON,GA,3259,5956,84370926,Wilkes
30677,WATKINSVILLE,GA,7320,14161,339000189,Oconee
30678,WHITE PLAINS,GA,547,964,15029735,Greene
30680,WINDER,GA,15901,29471,535540116,Barrow
30683,WINTERVILLE,GA,3098,5562,100543309,Clarke
30701,CALHOUN,GA,14952,28670,476924581,Gordon
30703,CALHOUN,GA,1035,1874,34466609,Gordon
30705,CHATSWORTH,GA,12573,24368,380152185,Murray
30707,CHICKAMAUGA,GA,6393,12194,205916459,Walker
30710,COHUTTA,GA,2575,5041,99678926,Whitfield
30711,CRANDALL,GA,1404,2690,39044255,Murray
30719,DALTON,GA,649,1279,17826014,Whitfield
30720,DALTON,GA,9994,18693,370468823,Whitfield
30721,DALTON,GA,19583,38542,534687864,Whitfield
30722,DALTON,GA,1045,1873,33156912,Whitfield
30724,ETON,GA,400,774,10378379,Murray
30725,FLINTSTONE,GA,1961,3686,67661917,Walker
30728,LA FAYETTE,GA,7408,13806,205360172,Walker
30730,LYERLY,GA,784,1494,21031198,Chattooga
30731,MENLO,GA,963,1821,26769530,Chattooga
30733,PLAINVILLE,GA,824,1578,23478174,Gordon
30734,RANGER,GA,1204,2314,34982099,Gordon
30735,RESACA,GA,2559,4928,72135699,Gordon
30736,RINGGOLD,GA,16749,32429,656078688,Catoosa
30738,RISING FAWN,GA,1522,2854,46845711,Dade
30739,ROCK SPRING,GA,2162,4190,77456377,Walker
30740,ROCKY FACE,GA,3851,7357,152639308,Whitfield
30741,ROSSVILLE,GA,11722,20760,298128854,Walker
30742,FORT OGLETHORPE,GA,2947,5104,78485719,Catoosa
30746,SUGAR VALLEY,GA,642,1245,21124471,Gordon
30747,SUMMERVILLE,GA,5768,10758,156145478,Chattooga
30750,LOOKOUT MOUNTAIN,GA,1365,2575,62654704,Walker
30752,TRENTON,GA,3911,7357,117344985,Dade
30753,TRION,GA,2787,5251,72299993,Chattooga
30755,TUNNEL HILL,GA,3805,7267,114025326,Whitfield
30757,WILDWOOD,GA,714,1285,19741513,Dade
30802,APPLING,GA,2599,4901,105667081,Columbia
30803,AVERA,GA,328,620,8761447,Jefferson
30805,BLYTHE,GA,1109,2036,30315976,Richmond
30808,DEARING,GA,1848,3483,50405595,McDuffie
30809,EVANS,GA,16265,32124,935079015,Columbia
30810,GIBSON,GA,753,1434,21350031,Glascock
30813,GROVETOWN,GA,11451,22122,455780911,Columbia
30814,HARLEM,GA,3507,6581,109036611,Columbia
30815,HEPHZIBAH,GA,17023,31052,508577907,Richmond
30816,KEYSVILLE,GA,774,1406,19663130,Burke
30817,LINCOLNTON,GA,3316,6077,89439468,Lincoln
30820,MITCHELL,GA,474,889,13358043,Glascock
30821,NORWOOD,GA,424,781,10559129,Warren
30823,STAPLETON,GA,668,1267,17863022,Jefferson
30824,THOMSON,GA,7576,13759,216778996,McDuffie
30828,WARRENTON,GA,1723,3125,41115586,Warren
30830,WAYNESBORO,GA,5966,10863,157731392,Burke
30833,WRENS,GA,1854,3346,43812836,Jefferson
30901,AUGUSTA,GA,6599,10716,108958212,Richmond
30903,AUGUSTA,GA,495,772,10546066,Columbia
30904,AUGUSTA,GA,11097,18033,291695937,Richmond
30905,AUGUSTA,GA,2156,4016,59145112,Richmond
30906,AUGUSTA,GA,24973,43560,583218642,Richmond
30907,AUGUSTA,GA,22313,40607,1003729909,Columbia
30909,AUGUSTA,GA,18933,31447,644690925,Richmond
30914,AUGUSTA,GA,289,440,7884421,Richmond
30916,AUGUSTA,GA,802,1338,18656855,Richmond
30917,AUGUSTA,GA,326,526,10806477,Richmond
30919,AUGUSTA,GA,431,692,12040274,Richmond
31001,ABBEVILLE,GA,939,1768,23013409,Wilcox
31002,ADRIAN,GA,1120,2119,27756271,Emanuel
31005,BONAIRE,GA,6796,13040,298618528,Houston
31006,BUTLER,GA,1782,3344,46332718,Taylor
31007,BYROMVILLE,GA,368,669,7955928,Dooly
31008,BYRON,GA,8418,15420,299346057,Peach
31009,CADWELL,GA,539,998,15312248,Laurens
31010,CORDELE,GA,772,1405,20588039,Crisp
31011,CHAUNCEY,GA,346,669,9249513,Dodge
31012,CHESTER,GA,534,960,14522293,Dodge
31014,COCHRAN,GA,4994,9277,152266470,Bleckley
31015,CORDELE,GA,7445,13658,189359161,Crisp
31016,CULLODEN,GA,696,1302,20651832,Monroe
31017,DANVILLE,GA,863,1608,26287509,Twiggs
31018,DAVISBORO,GA,535,978,13778028,Washington
31019,DEXTER,GA,942,1778,29214557,Laurens
31020,DRY BRANCH,GA,999,1812,24955275,Twiggs
31021,DUBLIN,GA,11057,20196,342488100,Laurens
31022,DUDLEY,GA,675,1271,23032195,Laurens
31023,EASTMAN,GA,5866,10663,153824301,Dodge
31024,EATONTON,GA,8766,15971,252689868,Putnam
31025,ELKO,GA,591,1095,21409699,Houston
31027,EAST DUBLIN,GA,4043,7504,96679052,Laurens
31028,CENTERVILLE,GA,2791,5013,103348211,Houston
31029,FORSYTH,GA,6386,11777,224132048,Monroe
31030,FORT VALLEY,GA,6964,12305,179072039,Peach
31031,GORDON,GA,2649,4822,74535288,Wilkinson
31032,GRAY,GA,5958,11410,228438720,Jones
31033,HADDOCK,GA,982,1844,30094020,Jones
31034,HARDWICK,GA,1036,1741,21595878,Baldwin
31035,HARRISON,GA,543,1000,16146451,Washington
31036,HAWKINSVILLE,GA,4260,7749,130610566,Pulaski
31037,HELENA,GA,1103,2045,25197755,Telfair
31038,HILLSBORO,GA,381,697,10703049,Jasper
31040,DUBLIN,GA,1514,2628,41895069,Laurens
31041,IDEAL,GA,322,576,7266509,Macon
31042,IRWINTON,GA,854,1492,21204922,Wilkinson
31044,JEFFERSONVILLE,GA,1473,2646,37758437,Twiggs
31046,JULIETTE,GA,1522,2850,63583970,Monroe
31047,KATHLEEN,GA,4838,9578,238221528,Houston
31049,KITE,GA,656,1258,19441552,Johnson
31050,KNOXVILLE,GA,297,572,8950760,Crawford
31052,LIZELLA,GA,4070,7592,150211637,Bibb
31054,MC INTYRE,GA,750,1365,19033239,Wilkinson
31055,MC RAE,GA,1919,3496,46891567,Telfair
31057,MARSHALLVILLE,GA,750,1378,19761397,Macon
31058,MAUK,GA,607,1172,16528710,Marion
31059,MILLEDGEVILLE,GA,890,1552,26346937,Baldwin
31060,MILAN,GA,630,1174,14174512,Telfair
31061,MILLEDGEVILLE,GA,15260,26542,424296298,Baldwin
31063,MONTEZUMA,GA,2140,3819,48286311,Macon
31064,MONTICELLO,GA,3886,7241,120359502,Jasper
31065,MONTROSE,GA,528,993,14457372,Laurens
31066,MUSELLA,GA,463,862,14819579,Crawford
31068,OGLETHORPE,GA,1510,2731,34792709,Macon
31069,PERRY,GA,8181,14911,273091696,Houston
31070,PINEHURST,GA,337,604,8979320,Dooly
31071,PINEVIEW,GA,473,857,12045245,Wilcox
31072,PITTS,GA,489,942,11951876,Wilcox
31075,RENTZ,GA,1029,1931,29637928,Laurens
31076,REYNOLDS,GA,1281,2389,36050212,Taylor
31077,RHINE,GA,498,894,12119191,Dodge
31078,ROBERTA,GA,1508,2784,41431975,Crawford
31079,ROCHELLE,GA,1107,2069,28900155,Wilcox
31082,SANDERSVILLE,GA,4625,8384,137036852,Washington
31085,SHADY DALE,GA,427,825,12251122,Jasper
31087,SPARTA,GA,3474,6213,75786610,Hancock
31088,WARNER ROBINS,GA,22245,40562,845114056,Houston
31089,TENNILLE,GA,1908,3535,51591757,Washington
31090,TOOMSBORO,GA,439,796,11051372,Wilkinson
31091,UNADILLA,GA,1187,2103,27057953,Dooly
31092,VIENNA,GA,2272,4188,60869766,Dooly
31093,WARNER ROBINS,GA,11607,20334,311802918,Houston
31094,WARTHEN,GA,514,954,14960412,Washington
31095,WARNER ROBINS,GA,717,1215,26928006,Houston
31096,WRIGHTSVILLE,GA,2398,4439,60284128,Johnson
31097,YATESVILLE,GA,562,1059,16812625,Upson
31098,WARNER ROBINS,GA,1145,2142,36789581,Houston
31099,WARNER ROBINS,GA,501,831,13460299,Houston
31119,ATLANTA,GA,358,505,10320509,Fulton
31126,ATLANTA,GA,494,563,7143345,Fulton
31131,ATLANTA,GA,458,721,13004248,Fulton
31139,ATLANTA,GA,70484,70657,16371673,Fulton
31201,MACON,GA,3065,4882,68291215,Bibb
31203,MACON,GA,281,471,6464529,Bibb
31204,MACON,GA,13575,22690,341571347,Bibb
31205,MACON,GA,281,479,7261859,Bibb
31206,MACON,GA,11873,20197,222406053,Bibb
31208,MACON,GA,726,1149,29754085,Bibb
31210,MACON,GA,14625,25708,701050238,Bibb
31211,MACON,GA,7113,12269,205730150,Bibb
31216,MACON,GA,6918,12714,251849778,Bibb
31217,MACON,GA,7553,13331,171082044,Bibb
31220,MACON,GA,6068,10957,259506008,Bibb
31221,MACON,GA,286,489,11912811,Bibb
31301,ALLENHURST,GA,1617,3025,43253409,Liberty
31302,BLOOMINGDALE,GA,3449,6360,119445386,Effingham
31303,CLYO,GA,917,1727,31669671,Effingham
31304,CRESCENT,GA,353,598,7268836,McIntosh
31305,DARIEN,GA,2329,4166,60691080,McIntosh
31307,EDEN,GA,594,1065,17711541,Effingham
31308,ELLABELL,GA,3132,5852,100877611,Bryan
31309,FLEMING,GA,438,794,14453196,Liberty
31310,HINESVILLE,GA,660,1107,18537714,Liberty
31312,GUYTON,GA,6774,13294,290289533,Effingham
31313,HINESVILLE,GA,15550,29104,437125821,Liberty
31314,FORT STEWART,GA,1145,1272,19535632,Liberty
31315,FORT STEWART,GA,3174,7225,74494147,Liberty
31316,LUDOWICI,GA,3066,5899,92330492,Long
31320,MIDWAY,GA,3840,7000,122409287,Liberty
31321,PEMBROKE,GA,2658,4996,82253416,Bryan
31322,POOLER,GA,9752,17553,440199538,Chatham
31323,RICEBORO,GA,823,1394,22302605,Liberty
31324,RICHMOND HILL,GA,9605,19120,474641474,Bryan
31326,RINCON,GA,8066,15490,356723487,Effingham
31328,TYBEE ISLAND,GA,1723,2707,64277825,Chatham
31329,SPRINGFIELD,GA,3480,6568,121658939,Effingham
31331,TOWNSEND,GA,1967,3542,58548630,McIntosh
31333,WALTHOURVILLE,GA,422,735,10037254,Liberty
31401,SAVANNAH,GA,8046,11609,186497821,Chatham
31402,SAVANNAH,GA,610,953,19278764,Chatham
31403,SAVANNAH,GA,548,883,13524078,Chatham
31404,SAVANNAH,GA,13516,21783,314767958,Chatham
31405,SAVANNAH,GA,15298,25803,498440079,Chatham
31406,SAVANNAH,GA,15488,26193,549875664,Chatham
31407,SAVANNAH,GA,2616,4623,87275271,Chatham
31408,SAVANNAH,GA,4095,6915,97742981,Chatham
31409,SAVANNAH,GA,748,833,12547854,Chatham
31410,SAVANNAH,GA,11344,19812,566547068,Chatham
31411,SAVANNAH,GA,4240,7756,293058435,Chatham
31412,SAVANNAH,GA,542,840,20654656,Chatham
31414,SAVANNAH,GA,476,760,10799510,Chatham
31415,SAVANNAH,GA,5463,8593,90620840,Chatham
31416,SAVANNAH,GA,905,1452,27499596,Chatham
31418,SAVANNAH,GA,358,582,11707255,Chatham
31419,SAVANNAH,GA,21579,36873,734986426,Chatham
31420,SAVANNAH,GA,461,743,14689543,Chatham
31501,WAYCROSS,GA,5845,10180,145522188,Ware
31502,WAYCROSS,GA,691,1162,17384756,Ware
31503,WAYCROSS,GA,7980,14900,217568967,Ware
31510,ALMA,GA,3686,6905,103728705,Bacon
31512,AMBROSE,GA,808,1535,21645864,Coffee
31513,BAXLEY,GA,5562,10567,158963956,Appling
31515,BAXLEY,GA,679,1217,18788099,Appling
31516,BLACKSHEAR,GA,5805,11146,177048069,Pierce
31518,BRISTOL,GA,285,553,8138545,Appling
31519,BROXTON,GA,1483,2820,39651357,Coffee
31520,BRUNSWICK,GA,9047,15272,196607147,Glynn
31521,BRUNSWICK,GA,662,1096,18755199,Glynn
31522,SAINT SIMONS ISLAND,GA,7397,12342,330876029,Glynn
31523,BRUNSWICK,GA,5667,10672,226099291,Glynn
31525,BRUNSWICK,GA,11845,21149,394845464,Glynn
31527,JEKYLL ISLAND,GA,423,671,8986719,Glynn
31532,DENTON,GA,297,573,8045990,Jeff Davis
31533,DOUGLAS,GA,5789,10567,146305084,Coffee
31534,DOUGLAS,GA,1331,2369,35285300,Coffee
31535,DOUGLAS,GA,3975,7669,120418577,Coffee
31537,FOLKSTON,GA,3150,5931,89614456,Charlton
31539,HAZLEHURST,GA,5200,9967,136062241,Jeff Davis
31542,HOBOKEN,GA,958,1858,27857931,Brantley
31543,HORTENSE,GA,1723,3298,47414084,Brantley
31544,JACKSONVILLE,GA,255,474,5967650,Telfair
31545,JESUP,GA,5916,11310,170200897,Wayne
31546,JESUP,GA,2280,4341,73149812,Wayne
31547,KINGS BAY,GA,380,421,7835183,Camden
31548,KINGSLAND,GA,8582,16314,299843667,Camden
31549,LUMBER CITY,GA,681,1264,15417002,Telfair
31550,MANOR,GA,319,625,8788873,Ware
31551,MERSHON,GA,352,697,10201883,Pierce
31552,MILLWOOD,GA,372,724,10757107,Ware
31553,NAHUNTA,GA,1922,3655,51170193,Brantley
31554,NICHOLLS,GA,1963,3797,50872704,Coffee
31555,ODUM,GA,1124,2215,37895724,Wayne
31557,PATTERSON,GA,1158,2238,35084487,Pierce
31558,SAINT MARYS,GA,8178,15544,290128605,Camden
31560,SCREVEN,GA,1034,2020,29078169,Wayne
31562,SAINT GEORGE,GA,623,1190,17615695,Charlton
31563,SURRENCY,GA,549,1061,16056720,Appling
31565,WAVERLY,GA,832,1512,26656861,Camden
31566,WAYNESVILLE,GA,1380,2610,35740098,Brantley
31567,WEST GREEN,GA,350,672,6784142,Coffee
31568,WHITE OAK,GA,365,698,13088963,Camden
31569,WOODBINE,GA,2270,4306,85173983,Camden
31598,JESUP,GA,514,913,16673075,Wayne
31601,VALDOSTA,GA,12164,20887,264692676,Lowndes
31602,VALDOSTA,GA,13683,23173,430510502,Lowndes
31603,VALDOSTA,GA,605,1060,20177672,Lowndes
31604,VALDOSTA,GA,592,1021,20541637,Lowndes
31605,VALDOSTA,GA,8322,15600,307035112,Lowndes
31606,VALDOSTA,GA,1567,2981,45958900,Lowndes
31620,ADEL,GA,4086,7649,108728284,Cook
31622,ALAPAHA,GA,787,1493,21148432,Berrien
31624,AXSON,GA,459,908,11809567,Atkinson
31625,BARNEY,GA,468,857,12142370,Brooks
31626,BOSTON,GA,1476,2705,37168397,Thomas
31629,DIXIE,GA,370,683,8799045,Brooks
31632,HAHIRA,GA,4118,8003,159081943,Lowndes
31634,HOMERVILLE,GA,2115,4010,56817807,Clinch
31635,LAKELAND,GA,2301,4432,57781792,Lanier
31636,LAKE PARK,GA,3811,7161,128630584,Lowndes
31637,LENOX,GA,1183,2212,29530201,Cook
31638,MORVEN,GA,437,797,9069400,Brooks
31639,NASHVILLE,GA,4026,7480,108167646,Berrien
31641,NAYLOR,GA,837,1601,24845676,Lowndes
31642,PEARSON,GA,1802,3525,40432353,Atkinson
31643,QUITMAN,GA,3644,6500,86057914,Brooks
31645,RAY CITY,GA,1740,3307,43779721,Berrien
31647,SPARKS,GA,1336,2475,31136003,Cook
31648,STATENVILLE,GA,349,662,6516598,Echols
31649,STOCKTON,GA,279,569,8168390,Lanier
31650,WILLACOOCHEE,GA,1155,2220,27519179,Atkinson
31699,MOODY A F B,GA,493,518,7429646,Lowndes
31701,ALBANY,GA,7740,13470,169489087,Dougherty
31702,ALBANY,GA,361,598,7837820,Dougherty
31703,ALBANY,GA,301,485,9773712,Dougherty
31705,ALBANY,GA,12919,23055,290849916,Dougherty
31706,ALBANY,GA,619,1014,15268954,Dougherty
31707,ALBANY,GA,11101,18766,305001041,Dougherty
31708,ALBANY,GA,536,876,18383090,Dougherty
31709,AMERICUS,GA,7010,12503,193059943,Sumter
31711,ANDERSONVILLE,GA,380,681,9774218,Sumter
31712,ARABI,GA,473,880,12695028,Crisp
31714,ASHBURN,GA,3278,5679,66566808,Turner
31716,BACONTON,GA,1195,2208,34813093,Mitchell
31719,AMERICUS,GA,3421,6274,82684319,Sumter
31721,ALBANY,GA,8859,16198,396927146,Dougherty
31730,CAMILLA,GA,4010,7294,100359079,Mitchell
31733,CHULA,GA,662,1261,22288760,Tift
31735,COBB,GA,347,597,9832523,Sumter
31738,COOLIDGE,GA,920,1727,25871224,Thomas
31744,DOERUN,GA,1320,2450,36926398,Colquitt
31749,ENIGMA,GA,893,1696,21579199,Berrien
31750,FITZGERALD,GA,7350,13709,181058988,Ben Hill
31756,HARTSFIELD,GA,397,754,11319882,Colquitt
31757,THOMASVILLE,GA,4025,7537,140595679,Thomas
31758,THOMASVILLE,GA,376,638,10581143,Thomas
31763,LEESBURG,GA,10412,20161,439409018,Lee
31764,LESLIE,GA,616,1157,16761182,Sumter
31765,MEIGS,GA,1029,1955,26127126,Thomas
31768,MOULTRIE,GA,8103,15009,218003787,Colquitt
31771,NORMAN PARK,GA,2025,3866,53241965,Colquitt
31773,OCHLOCKNEE,GA,1571,2965,47594421,Thomas
31774,OCILLA,GA,2440,4568,62417392,Irwin
31775,OMEGA,GA,1198,2334,28178171,Tift
31776,MOULTRIE,GA,1341,2411,31498975,Colquitt
31778,PAVO,GA,1117,2066,28636484,Thomas
31779,PELHAM,GA,3218,5980,80624992,Mitchell
